# ===== O1 =====
# obs  N_plus_obs  N_minus_obs  N_mc  f_mc_p  f_mc_m  N_mc_p_unc  N_mc_m_unc  sel_eff  luminosity  init_asym
O1  117972.000000  117996.000000  12300.285094  0.486199  0.513801  281.609496  57.488482  0.043688  59832.422397  -0.000408
# --- per-sample breakdown ---
# sample  type  N_plus  N_minus  N_plus_err  N_minus_err
  TTbar_Signal                                        Signal     116403.511937   116366.651900       62.778253       62.766791
  WJetsToLNu                                          Bkg          -228.532769     -154.368337      228.532769      154.368337
  WW                                                  Bkg            71.153774       73.645784        5.697558        5.921102
  WZ                                                  Bkg            14.515766       10.553974        2.361032        1.964129
  ZZ                                                  Bkg             8.735688        4.415561        1.599821        1.084649

# ===== O11 =====
# obs  N_plus_obs  N_minus_obs  N_mc  f_mc_p  f_mc_m  N_mc_p_unc  N_mc_m_unc  sel_eff  luminosity  init_asym
O11  118289.000000  117679.000000  12300.285094  0.505261  0.494739  164.956498  235.368195  0.043688  59832.422397  0.000287
# --- per-sample breakdown ---
# sample  type  N_plus  N_minus  N_plus_err  N_minus_err
  DYJetsToLL_M_10To50                                 Bkg             0.000000        0.000000        0.000000        0.000000
  DYJetsToLL_M_50                                     Bkg           397.544565      341.777029       53.661178       51.651935
  Data                                                Data       118289.000000   117679.000000      343.931679      343.043729
  ST_s-channel_4f_leptonDecays                        Bkg             7.908018        7.311085        0.734325        0.698983
  ST_t-channel_antitop_4f_InclusiveDecays             Bkg            25.815002       24.868955        1.215529        1.190863
  ST_t-channel_top_4f_InclusiveDecays                 Bkg            23.366998       22.510664        1.100262        1.077935
  ST_tW_antitop_5f_NoFullyHadronicDecays              Bkg          2078.345005     2073.266006       14.156879       14.136652
  ST_tW_top_5f_NoFullyHadronicDecays                  Bkg          2077.199188     2085.759594       13.947656       13.982027
  TTWJetsToLNu                                        Bkg            85.146124       85.201888        0.557758        0.558541
  TTWJetsToQQ                                         Bkg            64.428733       67.164727        2.253711        2.243221
  TTZToLLNuNu                                         Bkg            62.815192       62.880417        0.428502        0.429521
  TTZToQQ                                             Bkg            92.032795       90.910447        0.362772        0.362099
  TTbar_AllHadronic                                   Bkg             2.271263        2.047370        0.388131        0.368546
  TTbar_SemiLeptonic                                  Bkg          1363.187714     1356.406874        7.614528        7.593717
  TTbar_Signal                                        Signal     116418.447552   116351.716285       62.780218       62.764826
  WJetsToLNu                                          Bkg          -154.368337     -228.532769      154.368337      228.532769
  WW                                                  Bkg            70.248188       74.551370        5.750340        5.869856
  WZ                                                  Bkg            13.330378       11.739362        2.196871        2.146167
  ZZ                                                  Bkg             5.585490        7.565759        1.276412        1.451435

# ===== O12 =====
# obs  N_plus_obs  N_minus_obs  N_mc  f_mc_p  f_mc_m  N_mc_p_unc  N_mc_m_unc  sel_eff  luminosity  init_asym
O12  117870.000000  118098.000000  12300.285094  0.501327  0.498673  164.750785  235.512234  0.043688  59832.422397  0.000236
# --- per-sample breakdown ---
# sample  type  N_plus  N_minus  N_plus_err  N_minus_err
  DYJetsToLL_M_10To50                                 Bkg             0.000000        0.000000        0.000000        0.000000
  DYJetsToLL_M_50                                     Bkg           346.439258      392.882337       53.017430       52.312489
  Data                                                Data       117870.000000   118098.000000      343.322006      343.653896
  ST_s-channel_4f_leptonDecays                        Bkg             8.473678        6.745425        0.742949        0.689809
  ST_t-channel_antitop_4f_InclusiveDecays             Bkg            25.178196       25.505761        1.189899        1.216472
  ST_t-channel_top_4f_InclusiveDecays                 Bkg            22.790580       23.087082        1.077063        1.101115
  ST_tW_antitop_5f_NoFullyHadronicDecays              Bkg          2071.251482     2080.359529       14.133534       14.159993
  ST_tW_top_5f_NoFullyHadronicDecays                  Bkg          2094.092245     2068.866537       14.009064       13.920500
  TTWJetsToLNu                                        Bkg            85.359952       84.988061        0.558388        0.557911
  TTWJetsToQQ                                         Bkg            65.297504       66.295956        2.238511        2.258389
  TTZToLLNuNu                                         Bkg            62.674395       63.021214        0.428018        0.430003
  TTZToQQ                                             Bkg            91.346753       91.596489        0.362499        0.362372
  TTbar_AllHadronic                                   Bkg             2.927096        1.391537        0.435766        0.310773
  TTbar_SemiLeptonic                                  Bkg          1356.023396     1363.571193        7.589829        7.618404
  TTbar_Signal                                        Signal     116412.588604   116357.575233       62.779337       62.765707
  WJetsToLNu                                          Bkg          -154.368337     -228.532769      154.368337      228.532769
  WW                                                  Bkg            74.569237       70.230321        5.928945        5.689396
  WZ                                                  Bkg             9.004863       16.064877        1.799644        2.488685
  ZZ                                                  Bkg             5.407130        7.744118        1.194682        1.519416

# ===== O13 =====
# obs  N_plus_obs  N_minus_obs  N_mc  f_mc_p  f_mc_m  N_mc_p_unc  N_mc_m_unc  sel_eff  luminosity  init_asym
O13  117678.000000  118290.000000  12300.285094  0.516575  0.483425  57.962807  281.512249  0.043688  59832.422397  0.000143
# --- per-sample breakdown ---
# sample  type  N_plus  N_minus  N_plus_err  N_minus_err
  DYJetsToLL_M_10To50                                 Bkg             0.000000        0.000000        0.000000        0.000000
  DYJetsToLL_M_50                                     Bkg           395.487644      343.833951       53.474547       51.845127
  Data                                                Data       117678.000000   118290.000000      343.042271      343.933133
  ST_s-channel_4f_leptonDecays                        Bkg             8.183402        7.035701        0.760347        0.670584
  ST_t-channel_antitop_4f_InclusiveDecays             Bkg            26.920714       23.763243        1.226913        1.179131
  ST_t-channel_top_4f_InclusiveDecays                 Bkg            24.367857       21.509805        1.110566        1.067315
  ST_tW_antitop_5f_NoFullyHadronicDecays              Bkg          2068.346097     2083.264914       14.123185       14.170314
  ST_tW_top_5f_NoFullyHadronicDecays                  Bkg          2073.794814     2089.163967       13.940697       13.988965
  TTWJetsToLNu                                        Bkg            85.286268       85.061745        0.557517        0.558782
  TTWJetsToQQ                                         Bkg            66.631160       64.962300        2.255687        2.241234
  TTZToLLNuNu                                         Bkg            63.133698       62.561911        0.428402        0.429621
  TTZToQQ                                             Bkg            91.698683       91.244559        0.362287        0.362584
  TTbar_AllHadronic                                   Bkg             2.126092        2.192541        0.380069        0.376855
  TTbar_SemiLeptonic                                  Bkg          1357.712579     1361.882009        7.600053        7.608204
  TTbar_Signal                                        Signal     116401.753433   116368.410404       62.778793       62.766251
  WJetsToLNu                                          Bkg             0.000000     -382.901106        0.000000      275.783991
  WW                                                  Bkg            72.011013       72.788545        5.763649        5.856788
  WZ                                                  Bkg            11.965522       13.104218        2.088514        2.251751
  ZZ                                                  Bkg             6.359229        6.792020        1.354633        1.378717

